, no_of_dependents, education, self_employed, income_annum, loan_amount, loan_term, cibil_score, loan_status, movable_assets, immovable_assets, cibil_category
2806,5, Graduate, Yes,6500000,18300000,4,333, Rejected,28700000,8500000,Poor
2807,2, Not Graduate, Yes,1600000,6400000,4,787, Approved,6600000,1300000,Excellent
2808,4, Graduate, No,5500000,18600000,12,569, Approved,27000000,19700000,Fair
2809,0, Graduate, Yes,9600000,20100000,16,427, Rejected,41900000,9500000,Poor
2810,0, Graduate, No,7000000,27800000,16,640, Approved,24200000,15200000,Fair
2811,2, Not Graduate, No,4000000,8100000,16,312, Rejected,18200000,5600000,Poor
2812,1, Not Graduate, Yes,8100000,30900000,12,464, Rejected,25400000,23400000,Poor
2813,2, Not Graduate, Yes,6600000,22800000,8,490, Rejected,24400000,16100000,Poor
2814,5, Graduate, No,4100000,10200000,12,431, Rejected,18000000,8400000,Poor
2815,1, Graduate, No,6600000,24800000,4,500, Approved,22800000,12700000,Poor
2816,4, Graduate, No,5100000,12200000,14,511, Rejected,21700000,8700000,Poor
2817,4, Graduate, No,8200000,25200000,18,691, Approved,39000000,14700000,Good
2818,1, Not Graduate, Yes,9500000,24400000,14,696, Approved,35800000,32200000,Good
2819,0, Not Graduate, Yes,7600000,27600000,2,437, Approved,34400000,21200000,Poor
2820,2, Not Graduate, Yes,8400000,20800000,12,335, Rejected,28600000,19000000,Poor
2821,4, Graduate, No,7600000,25100000,4,671, Approved,31700000,17800000,Good
2822,4, Not Graduate, Yes,1400000,3700000,12,621, Approved,6900000,4000000,Fair
2823,4, Not Graduate, Yes,2700000,6800000,10,455, Rejected,10100000,7300000,Poor
2824,1, Graduate, Yes,200000,500000,10,856, Approved,700000,700000,Excellent
2825,3, Graduate, No,600000,2100000,16,892, Approved,2900000,1100000,Excellent
2826,4, Graduate, No,5200000,12900000,16,819, Approved,24300000,7500000,Excellent
2827,0, Not Graduate, Yes,5100000,11600000,10,308, Rejected,17700000,10000000,Poor
2828,4, Graduate, Yes,9200000,18600000,2,889, Approved,43000000,31100000,Excellent
2829,5, Not Graduate, No,6500000,23200000,18,713, Approved,20600000,8100000,Good
2830,0, Graduate, No,8500000,21000000,6,665, Approved,38800000,13200000,Good
2831,4, Not Graduate, No,2000000,6000000,12,837, Approved,8600000,3200000,Excellent
2832,4, Not Graduate, Yes,7500000,18000000,20,395, Rejected,33200000,13000000,Poor
2833,0, Graduate, Yes,7500000,28900000,10,632, Approved,34600000,32400000,Fair
2834,2, Not Graduate, No,2000000,4300000,16,497, Rejected,8500000,5300000,Poor
2835,3, Graduate, Yes,1400000,2700000,14,694, Approved,5300000,4000000,Good
2836,1, Not Graduate, Yes,1700000,5600000,2,882, Approved,8300000,5700000,Excellent
2837,2, Graduate, Yes,5300000,14900000,6,504, Rejected,20200000,12700000,Poor
2838,4, Not Graduate, No,8900000,30100000,2,747, Approved,31000000,33500000,Good
2839,3, Graduate, No,9700000,35300000,4,462, Approved,40900000,21000000,Poor
2840,5, Graduate, No,9000000,25900000,4,538, Rejected,39400000,22200000,Poor
2841,2, Not Graduate, Yes,8500000,30900000,6,664, Approved,27200000,15600000,Good
2842,1, Not Graduate, No,3500000,10900000,4,524, Approved,16400000,15000000,Poor
2843,1, Not Graduate, No,500000,1400000,6,464, Rejected,2400000,1100000,Poor
2844,3, Graduate, No,8900000,19100000,6,807, Approved,40300000,18800000,Excellent
2845,2, Not Graduate, Yes,7800000,27200000,18,622, Approved,30700000,12000000,Fair
2846,5, Not Graduate, Yes,9800000,27800000,6,827, Approved,42300000,17300000,Excellent
2847,0, Graduate, No,5200000,19000000,14,687, Approved,23800000,12400000,Good
2848,4, Graduate, No,7400000,19400000,16,835, Approved,30000000,30600000,Excellent
2849,3, Graduate, Yes,1200000,3300000,6,772, Approved,4300000,1600000,Excellent
2850,1, Not Graduate, Yes,1000000,3200000,2,710, Approved,4200000,300000,Good
2851,3, Graduate, Yes,9500000,32500000,14,581, Approved,40700000,17100000,Fair
2852,3, Not Graduate, No,4500000,11700000,18,775, Approved,17200000,11500000,Excellent
2853,2, Graduate, No,4900000,16000000,12,710, Approved,15700000,15800000,Good
2854,3, Not Graduate, Yes,700000,2500000,8,321, Rejected,2100000,3100000,Poor
2855,0, Graduate, No,9400000,28300000,20,761, Approved,40900000,37300000,Excellent
2856,3, Not Graduate, Yes,8300000,31400000,6,674, Rejected,23300000,2600000,Good
2857,4, Graduate, Yes,5600000,13000000,4,899, Approved,17800000,19600000,Excellent
2858,5, Not Graduate, Yes,4400000,12300000,8,567, Approved,19200000,2900000,Fair
2859,3, Graduate, No,2100000,5400000,8,771, Approved,7200000,8900000,Excellent
2860,1, Not Graduate, Yes,4400000,10600000,4,360, Rejected,20100000,14300000,Poor
2861,0, Not Graduate, No,6300000,19600000,6,425, Rejected,19200000,26300000,Poor
2862,4, Graduate, No,9900000,30000000,18,496, Rejected,43100000,18400000,Poor
2863,3, Not Graduate, No,700000,1600000,20,705, Approved,3000000,1500000,Good
2864,4, Not Graduate, No,3600000,12400000,14,427, Rejected,11700000,12800000,Poor
2865,1, Not Graduate, Yes,5600000,21000000,2,552, Approved,28200000,9500000,Fair
2866,3, Not Graduate, Yes,1000000,3700000,8,725, Approved,5300000,4300000,Good
2867,5, Graduate, Yes,6400000,15600000,8,553, Approved,28400000,17100000,Fair
2868,0, Not Graduate, No,8900000,19100000,2,725, Approved,27800000,23300000,Good
2869,4, Graduate, No,9900000,26100000,2,481, Rejected,32900000,19500000,Poor
2870,2, Graduate, Yes,4000000,8600000,4,847, Approved,16700000,12900000,Excellent
2871,0, Not Graduate, Yes,7300000,25700000,10,666, Approved,35000000,17100000,Good
2872,1, Not Graduate, No,8100000,25400000,6,477, Rejected,27600000,17700000,Poor
2873,4, Graduate, Yes,6800000,22100000,4,446, Approved,28100000,8300000,Poor
2874,0, Not Graduate, Yes,2600000,8200000,8,630, Approved,9500000,10900000,Fair
2875,5, Not Graduate, Yes,300000,1100000,20,613, Approved,900000,1000000,Fair
2876,2, Graduate, Yes,2400000,7500000,4,851, Approved,8000000,3800000,Excellent
2877,0, Not Graduate, No,6000000,20600000,12,339, Rejected,25400000,14100000,Poor
2878,4, Graduate, Yes,3800000,11100000,16,857, Approved,16400000,18700000,Excellent
2879,0, Graduate, Yes,7000000,22100000,14,467, Rejected,31900000,16400000,Poor
2880,0, Graduate, Yes,5400000,12900000,16,355, Rejected,25600000,14300000,Poor
2881,1, Not Graduate, No,6400000,16400000,6,428, Rejected,32800000,23300000,Poor
2882,5, Not Graduate, Yes,7000000,24000000,14,450, Rejected,25800000,16000000,Poor
2883,2, Not Graduate, Yes,2100000,4600000,4,348, Rejected,8800000,5400000,Poor
2884,4, Not Graduate, Yes,4400000,15000000,12,459, Rejected,13800000,6500000,Poor
2885,0, Not Graduate, No,8000000,31000000,8,847, Approved,35300000,14400000,Excellent
2886,2, Not Graduate, Yes,3900000,8300000,18,523, Rejected,12200000,1100000,Poor
2887,0, Graduate, No,4700000,15200000,10,786, Approved,12800000,19100000,Excellent
2888,0, Graduate, No,6800000,21200000,14,300, Rejected,26500000,8700000,Poor
2889,0, Not Graduate, Yes,1800000,6500000,12,728, Approved,8000000,3500000,Good
2890,3, Not Graduate, Yes,8600000,32000000,4,497, Approved,23500000,14700000,Poor
2891,1, Not Graduate, Yes,3600000,13700000,10,548, Rejected,13000000,12300000,Poor
2892,1, Graduate, Yes,6800000,22900000,6,576, Approved,19400000,11600000,Fair
2893,3, Graduate, Yes,1100000,4100000,20,863, Approved,4300000,1900000,Excellent
2894,4, Graduate, Yes,4000000,8400000,8,717, Approved,15900000,12300000,Good
2895,1, Graduate, No,2500000,5900000,12,668, Approved,10000000,8000000,Good
2896,2, Graduate, No,5400000,17400000,10,335, Rejected,22400000,7300000,Poor
2897,5, Not Graduate, No,6600000,13600000,4,861, Approved,20000000,20100000,Excellent
2898,4, Not Graduate, No,6000000,14900000,2,321, Rejected,24500000,14600000,Poor
2899,0, Graduate, Yes,2200000,8300000,10,585, Approved,6200000,5300000,Fair
2900,1, Graduate, No,8800000,18500000,10,704, Approved,37900000,17600000,Good
2901,0, Not Graduate, Yes,4000000,10300000,4,819, Approved,17800000,12300000,Excellent
2902,4, Not Graduate, Yes,3600000,12400000,18,494, Rejected,12100000,5400000,Poor
2903,5, Graduate, Yes,8100000,22500000,2,808, Approved,22900000,10900000,Excellent
2904,3, Not Graduate, Yes,5200000,11000000,12,830, Approved,23600000,14000000,Excellent
2905,5, Graduate, No,1100000,2800000,14,473, Rejected,4900000,600000,Poor
2906,2, Graduate, No,7500000,29800000,4,392, Approved,24800000,7700000,Poor
2907,5, Not Graduate, No,7700000,20300000,12,806, Approved,28500000,34600000,Excellent
2908,0, Not Graduate, No,5700000,21400000,8,340, Rejected,21000000,5100000,Poor
2909,3, Graduate, Yes,5000000,13900000,8,555, Approved,22900000,19000000,Fair
2910,5, Not Graduate, No,500000,1200000,16,499, Rejected,1700000,1200000,Poor
2911,3, Graduate, No,8900000,21300000,10,467, Rejected,40600000,21300000,Poor
2912,1, Not Graduate, No,1700000,6600000,4,797, Approved,7400000,4700000,Excellent
2913,4, Not Graduate, Yes,500000,1300000,18,762, Approved,1900000,1400000,Excellent
2914,3, Not Graduate, Yes,9900000,36500000,16,562, Approved,32100000,35800000,Fair
2915,1, Graduate, No,8400000,21800000,2,492, Rejected,24800000,15000000,Poor
2916,3, Not Graduate, Yes,500000,1700000,4,824, Approved,1800000,1100000,Excellent
2917,2, Graduate, No,1700000,5700000,10,602, Approved,6300000,7600000,Fair
2918,1, Not Graduate, Yes,6500000,18300000,10,722, Approved,23700000,20500000,Good
2919,1, Not Graduate, No,8900000,28400000,6,709, Approved,34100000,27100000,Good
2920,1, Not Graduate, No,400000,1400000,4,302, Approved,2000000,300000,Poor
2921,3, Not Graduate, No,5700000,12300000,6,364, Rejected,25500000,18900000,Poor
2922,0, Not Graduate, Yes,9600000,23800000,12,389, Rejected,35300000,41000000,Poor
2923,0, Graduate, Yes,8500000,20000000,16,786, Approved,26600000,20700000,Excellent
2924,0, Graduate, No,4000000,11500000,8,434, Rejected,14300000,7300000,Poor
2925,2, Not Graduate, Yes,6300000,18100000,6,671, Approved,18600000,16100000,Good
2926,3, Graduate, Yes,4000000,14700000,8,376, Rejected,13100000,9200000,Poor
2927,4, Graduate, No,9400000,32200000,6,898, Approved,28100000,39400000,Excellent
2928,5, Graduate, Yes,4100000,15500000,10,836, Approved,18800000,11600000,Excellent
2929,4, Graduate, Yes,1100000,4400000,6,515, Rejected,5800000,1700000,Poor
2930,3, Not Graduate, No,8700000,24800000,20,360, Rejected,35400000,34000000,Poor
2931,4, Graduate, Yes,4900000,12800000,2,691, Approved,21700000,5100000,Good
2932,1, Not Graduate, Yes,2800000,9100000,14,510, Rejected,13400000,6600000,Poor
2933,0, Graduate, No,9600000,23200000,18,389, Rejected,31000000,18600000,Poor
2934,3, Graduate, Yes,6900000,19000000,14,348, Rejected,24300000,7900000,Poor
2935,2, Not Graduate, Yes,2300000,8100000,2,504, Approved,7700000,4900000,Poor
2936,2, Not Graduate, No,6800000,21300000,20,658, Approved,35500000,14800000,Good
2937,1, Not Graduate, Yes,2200000,5400000,16,641, Approved,6000000,5900000,Fair
2938,2, Not Graduate, No,5900000,19800000,20,327, Rejected,28200000,9300000,Poor
2939,1, Graduate, Yes,7000000,20300000,18,726, Approved,26100000,24700000,Good
2940,1, Graduate, Yes,9600000,34100000,20,828, Approved,33200000,45100000,Excellent
2941,0, Graduate, No,6500000,14500000,12,755, Approved,24200000,20900000,Excellent
2942,2, Not Graduate, Yes,3800000,7600000,20,788, Approved,14800000,6900000,Excellent
2943,2, Graduate, No,9400000,25100000,20,832, Approved,28200000,21500000,Excellent
2944,0, Not Graduate, No,2100000,8200000,4,554, Approved,7600000,7700000,Fair
2945,1, Not Graduate, Yes,8500000,26200000,8,811, Approved,45200000,29200000,Excellent
2946,5, Graduate, Yes,3800000,12000000,2,649, Approved,14500000,11500000,Fair
2947,1, Not Graduate, Yes,3400000,9700000,20,830, Approved,15100000,9900000,Excellent
2948,1, Graduate, Yes,5600000,11700000,6,707, Approved,22900000,5300000,Good
2949,0, Graduate, Yes,8500000,33700000,10,483, Rejected,41200000,27700000,Poor
2950,4, Not Graduate, Yes,2100000,5500000,18,349, Rejected,8600000,100000,Poor
2951,4, Graduate, No,400000,1500000,4,846, Approved,2200000,300000,Excellent
2952,4, Not Graduate, No,7900000,31500000,20,386, Rejected,31300000,18100000,Poor
2953,5, Not Graduate, No,6900000,19200000,12,408, Rejected,33900000,15000000,Poor
2954,0, Not Graduate, Yes,1800000,3900000,2,764, Approved,4700000,2900000,Excellent
2955,0, Graduate, Yes,1200000,3200000,18,473, Rejected,3600000,2700000,Poor
2956,3, Not Graduate, No,3600000,9800000,12,654, Approved,9700000,1900000,Good
2957,1, Graduate, No,7200000,22800000,2,551, Approved,30800000,23700000,Fair
2958,5, Graduate, No,9400000,21800000,6,850, Approved,31600000,25000000,Excellent
2959,5, Graduate, No,9000000,24200000,4,646, Approved,30000000,17900000,Fair
2960,1, Not Graduate, Yes,1000000,2100000,8,793, Approved,3600000,4200000,Excellent
2961,3, Not Graduate, No,5600000,19900000,16,551, Approved,20600000,18200000,Fair
2962,1, Graduate, No,900000,2600000,4,346, Rejected,3800000,1100000,Poor
2963,5, Not Graduate, Yes,9000000,19100000,14,540, Rejected,23200000,12100000,Poor
2964,2, Not Graduate, No,3100000,9000000,20,892, Approved,11100000,10600000,Excellent
2965,1, Not Graduate, Yes,8000000,20700000,6,570, Approved,34500000,12700000,Fair
2966,4, Not Graduate, Yes,3500000,11300000,16,874, Approved,13800000,5200000,Excellent
2967,4, Graduate, No,3900000,12600000,8,553, Approved,16800000,10700000,Fair
2968,2, Graduate, No,9700000,34500000,10,649, Approved,30700000,18200000,Fair
2969,4, Graduate, No,4500000,15800000,14,439, Rejected,19600000,15800000,Poor
2970,5, Not Graduate, No,6800000,24800000,8,621, Approved,28100000,26500000,Fair
2971,2, Not Graduate, No,6300000,18600000,14,872, Approved,23600000,21800000,Excellent
2972,2, Graduate, No,4900000,18500000,8,492, Rejected,16000000,17900000,Poor
2973,0, Graduate, No,4800000,18600000,6,618, Approved,20800000,18200000,Fair
2974,5, Graduate, No,7500000,15800000,18,458, Rejected,30800000,14300000,Poor
2975,5, Not Graduate, No,5200000,13900000,4,422, Rejected,19000000,12300000,Poor
2976,3, Not Graduate, Yes,9400000,30900000,20,873, Approved,28300000,40500000,Excellent
2977,5, Not Graduate, No,3200000,10000000,14,610, Approved,12100000,6700000,Fair
2978,1, Not Graduate, Yes,3600000,13200000,20,546, Rejected,16800000,12500000,Poor
2979,1, Not Graduate, Yes,3400000,7200000,8,741, Approved,15400000,10900000,Good
2980,3, Graduate, No,2100000,8200000,6,754, Approved,5900000,3800000,Excellent
2981,1, Graduate, No,7200000,15100000,8,379, Rejected,29900000,10900000,Poor
2982,5, Graduate, No,4500000,16900000,18,455, Rejected,16300000,5200000,Poor
2983,0, Graduate, Yes,2600000,9000000,20,615, Approved,11800000,6800000,Fair
2984,4, Graduate, Yes,6400000,21700000,10,384, Rejected,20800000,24700000,Poor
2985,0, Graduate, No,6400000,25100000,16,628, Approved,24500000,19000000,Fair
2986,3, Graduate, No,3100000,11200000,16,865, Approved,10800000,8200000,Excellent
2987,2, Graduate, No,1800000,5300000,2,679, Approved,6700000,2400000,Good
2988,1, Graduate, Yes,9300000,19000000,14,689, Approved,44100000,35500000,Good
2989,5, Not Graduate, Yes,6500000,13800000,10,636, Approved,27500000,18500000,Fair
2990,1, Not Graduate, No,3100000,6600000,20,837, Approved,16600000,8200000,Excellent
2991,3, Not Graduate, No,2300000,8500000,12,557, Approved,7500000,5000000,Fair
2992,2, Graduate, No,500000,1700000,10,324, Rejected,2500000,600000,Poor
2993,0, Not Graduate, Yes,3700000,9300000,14,531, Rejected,10800000,9300000,Poor
2994,4, Not Graduate, Yes,8600000,21400000,14,476, Rejected,40800000,8900000,Poor
2995,4, Graduate, No,2600000,8500000,4,775, Approved,13000000,4400000,Excellent
2996,1, Not Graduate, Yes,7100000,18000000,20,477, Rejected,28600000,19800000,Poor
2997,4, Not Graduate, Yes,7000000,19800000,16,682, Approved,21800000,14600000,Good
2998,5, Not Graduate, No,8300000,17700000,12,334, Rejected,32300000,32800000,Poor
2999,3, Graduate, Yes,6800000,23900000,12,565, Approved,25500000,21600000,Fair
3000,1, Not Graduate, Yes,9900000,25700000,2,340, Rejected,41300000,34400000,Poor
3001,2, Graduate, No,5100000,11000000,14,322, Rejected,16600000,10800000,Poor
3002,4, Graduate, Yes,3500000,10700000,8,883, Approved,10400000,2500000,Excellent
3003,3, Graduate, Yes,4300000,12800000,16,346, Rejected,15700000,4400000,Poor
3004,0, Graduate, Yes,5300000,20200000,2,861, Approved,22700000,1300000,Excellent
3005,5, Graduate, Yes,6400000,21900000,12,699, Approved,21000000,16200000,Good
3006,0, Graduate, No,9300000,27200000,8,629, Approved,31900000,18800000,Fair
3007,3, Graduate, No,1100000,3100000,14,359, Rejected,5000000,2500000,Poor
3008,2, Not Graduate, No,7100000,27000000,10,430, Rejected,28700000,29000000,Poor
3009,4, Not Graduate, No,1100000,3300000,18,417, Rejected,4900000,2400000,Poor
3010,2, Graduate, No,1900000,5200000,6,896, Approved,8600000,4400000,Excellent
3011,0, Not Graduate, No,1300000,3900000,16,690, Approved,5500000,5300000,Good
3012,5, Graduate, No,7500000,22800000,16,347, Rejected,26800000,16300000,Poor
3013,4, Not Graduate, No,2400000,7000000,4,539, Rejected,12500000,2300000,Poor
3014,4, Graduate, Yes,2500000,8000000,8,464, Rejected,12000000,7000000,Poor
3015,4, Graduate, No,7500000,16200000,4,310, Rejected,20700000,25100000,Poor
3016,3, Not Graduate, No,9300000,36600000,6,431, Rejected,41700000,36600000,Poor
3017,5, Not Graduate, No,3300000,10000000,12,489, Rejected,10000000,2500000,Poor
3018,4, Not Graduate, Yes,5700000,13900000,12,775, Approved,23000000,4700000,Excellent
3019,4, Not Graduate, No,300000,600000,6,365, Rejected,800000,300000,Poor
3020,2, Not Graduate, Yes,1200000,4500000,10,555, Approved,4100000,1200000,Fair
3021,4, Graduate, Yes,8200000,29600000,10,457, Rejected,32400000,13400000,Poor
3022,3, Not Graduate, No,5500000,12400000,8,580, Approved,26600000,1700000,Fair
3023,4, Not Graduate, No,1800000,7200000,20,496, Rejected,9200000,4100000,Poor
3024,0, Not Graduate, No,3500000,11400000,16,837, Approved,12700000,5800000,Excellent
3025,4, Not Graduate, Yes,6000000,13200000,6,455, Rejected,23600000,13200000,Poor
3026,0, Graduate, Yes,2700000,9700000,20,551, Approved,8700000,2600000,Fair
3027,4, Not Graduate, Yes,5900000,20700000,10,825, Approved,29500000,19600000,Excellent
3028,1, Not Graduate, Yes,2100000,4200000,18,554, Approved,7900000,4200000,Fair
3029,0, Not Graduate, Yes,2000000,5200000,18,400, Rejected,6500000,3400000,Poor
3030,5, Not Graduate, No,9000000,34300000,10,853, Approved,42300000,34400000,Excellent
3031,1, Not Graduate, Yes,7600000,18800000,14,403, Rejected,34700000,25600000,Poor
