 no_of_dependents, education, self_employed, income_annum, loan_amount, loan_term, cibil_score, loan_status, movable_assets, immovable_assets,loan_to_income_ratio,assets_to_loan_ratio, cibil_category
3, Graduate, Yes,6400000,21000000,2,813, Approved,24900000,14800000,3.28125,1.8904761904761904,Excellent
4, Graduate, No,7000000,25700000,20,597, Approved,37600000,33400000,3.6714285714285713,2.762645914396887,Fair
4, Not Graduate, Yes,9000000,31100000,8,896, Approved,36500000,11500000,3.4555555555555557,1.5434083601286173,Excellent
2, Not Graduate, Yes,4400000,13900000,6,810, Approved,20200000,17400000,3.159090909090909,2.7050359712230216,Excellent
2, Not Graduate, No,900000,2000000,14,337, Rejected,2700000,1700000,2.2222222222222223,2.2,Poor
1, Graduate, No,9800000,26900000,18,792, Approved,37100000,30000000,2.7448979591836733,2.4944237918215615,Excellent
4, Not Graduate, No,600000,1600000,6,784, Approved,2400000,400000,2.6666666666666665,1.75,Excellent
5, Graduate, Yes,9700000,30100000,12,434, Rejected,27900000,37500000,3.1030927835051547,2.1727574750830563,Poor
2, Graduate, Yes,8400000,32600000,10,384, Rejected,28600000,15500000,3.880952380952381,1.352760736196319,Poor
1, Graduate, No,8300000,24900000,10,642, Approved,27400000,26900000,3.0,2.180722891566265,Fair
4, Graduate, No,7900000,29900000,8,314, Rejected,34100000,26600000,3.7848101265822787,2.0301003344481607,Poor
1, Not Graduate, No,8600000,25900000,2,606, Approved,44900000,18600000,3.011627906976744,2.451737451737452,Fair
5, Not Graduate, Yes,6700000,17600000,14,843, Approved,25100000,12900000,2.626865671641791,2.159090909090909,Excellent
0, Graduate, No,2700000,7400000,10,778, Approved,8400000,7600000,2.740740740740741,2.1621621621621623,Excellent
0, Not Graduate, No,6600000,25600000,8,718, Approved,30700000,24800000,3.878787878787879,2.16796875,Good
1, Graduate, Yes,7100000,20800000,20,437, Rejected,33500000,16900000,2.9295774647887325,2.423076923076923,Poor
5, Graduate, Yes,300000,700000,10,586, Approved,1100000,400000,2.3333333333333335,2.142857142857143,Fair
2, Graduate, No,2200000,7000000,6,777, Approved,7700000,6500000,3.1818181818181817,2.0285714285714285,Excellent
1, Graduate, Yes,8700000,31700000,12,525, Rejected,36400000,18000000,3.6436781609195403,1.7160883280757098,Poor
4, Graduate, No,7200000,23100000,12,632, Approved,23800000,13100000,3.2083333333333335,1.5974025974025974,Fair
0, Not Graduate, No,2000000,4800000,20,337, Rejected,7200000,3500000,2.4,2.2291666666666665,Poor
4, Graduate, Yes,8600000,27900000,8,458, Rejected,45700000,24200000,3.244186046511628,2.5053763440860215,Poor
2, Graduate, Yes,2300000,5400000,8,364, Rejected,9000000,5000000,2.347826086956522,2.5925925925925926,Poor
2, Not Graduate, Yes,9600000,29800000,16,499, Rejected,39200000,34800000,3.1041666666666665,2.4832214765100673,Poor
2, Graduate, Yes,1900000,6500000,16,887, Approved,6200000,3200000,3.4210526315789473,1.4461538461538461,Excellent
1, Graduate, No,2100000,6300000,16,882, Approved,10600000,6100000,3.0,2.6507936507936507,Excellent
1, Not Graduate, Yes,3900000,8700000,8,817, Approved,12800000,3400000,2.230769230769231,1.8620689655172413,Excellent
5, Not Graduate, Yes,200000,300000,10,704, Approved,1000000,600000,1.5,5.333333333333333,Good
1, Not Graduate, Yes,1900000,4500000,12,742, Approved,5600000,3200000,2.3684210526315788,1.9555555555555555,Good
0, Not Graduate, Yes,3200000,11600000,4,393, Approved,11100000,5000000,3.625,1.3879310344827587,Poor
0, Not Graduate, No,1100000,4300000,18,828, Approved,3800000,1500000,3.909090909090909,1.2325581395348837,Excellent
5, Graduate, Yes,8000000,21500000,12,779, Approved,40200000,17700000,2.6875,2.6930232558139533,Excellent
4, Graduate, Yes,6100000,21700000,6,860, Approved,19700000,14800000,3.557377049180328,1.5898617511520738,Excellent
5, Graduate, No,3200000,10600000,2,432, Approved,14900000,10200000,3.3125,2.3679245283018866,Poor
4, Graduate, Yes,9000000,30400000,20,532, Rejected,43600000,28400000,3.3777777777777778,2.3684210526315788,Poor
0, Not Graduate, Yes,1200000,3200000,2,678, Approved,4300000,2500000,2.6666666666666665,2.125,Good
3, Graduate, No,7900000,27000000,6,601, Approved,39100000,25500000,3.4177215189873418,2.3925925925925924,Fair
3, Graduate, Yes,7700000,23100000,8,807, Approved,27400000,12700000,3.0,1.7359307359307359,Excellent
2, Not Graduate, No,4400000,16500000,16,879, Approved,15700000,15300000,3.75,1.878787878787879,Excellent
1, Not Graduate, No,3100000,11200000,18,665, Approved,14500000,7400000,3.6129032258064515,1.9553571428571428,Good
5, Not Graduate, Yes,2600000,9300000,16,697, Approved,11400000,6300000,3.576923076923077,1.903225806451613,Good
4, Graduate, No,5500000,21700000,14,867, Approved,18300000,13700000,3.9454545454545453,1.4746543778801844,Excellent
1, Graduate, No,5700000,15500000,8,544, Rejected,27900000,19200000,2.719298245614035,3.0387096774193547,Poor
5, Graduate, No,6100000,20700000,20,482, Rejected,22800000,11400000,3.3934426229508197,1.6521739130434783,Poor
2, Graduate, No,8200000,22500000,18,857, Approved,36800000,27700000,2.7439024390243905,2.8666666666666667,Excellent
1, Graduate, No,6000000,21200000,12,549, Rejected,23100000,26100000,3.533333333333333,2.3207547169811322,Poor
1, Graduate, Yes,8000000,30600000,10,720, Approved,34600000,32200000,3.825,2.183006535947712,Good
4, Not Graduate, No,2000000,4800000,8,302, Rejected,6600000,2300000,2.4,1.8541666666666667,Poor
5, Graduate, Yes,1300000,2900000,12,669, Approved,5700000,2100000,2.230769230769231,2.689655172413793,Good
1, Graduate, No,7000000,27100000,6,591, Approved,26400000,18900000,3.8714285714285714,1.6715867158671587,Fair
3, Graduate, No,4100000,15300000,6,440, Rejected,10200000,12600000,3.731707317073171,1.4901960784313726,Poor
3, Graduate, No,8000000,26200000,16,890, Approved,29000000,20100000,3.275,1.8740458015267176,Excellent
4, Not Graduate, No,8100000,28000000,8,663, Approved,31500000,20100000,3.45679012345679,1.8428571428571427,Good
4, Graduate, Yes,9500000,22600000,14,433, Rejected,36500000,10900000,2.3789473684210525,2.0973451327433628,Poor
0, Graduate, No,9200000,22500000,10,317, Rejected,39200000,31600000,2.4456521739130435,3.1466666666666665,Poor
2, Graduate, No,3900000,14700000,16,360, Rejected,11200000,2800000,3.769230769230769,0.9523809523809523,Poor
1, Graduate, No,9100000,26200000,8,727, Approved,36700000,27900000,2.879120879120879,2.4656488549618323,Good
3, Graduate, Yes,3000000,8300000,4,685, Approved,15100000,8300000,2.7666666666666666,2.819277108433735,Good
4, Graduate, No,2000000,4300000,8,373, Rejected,9900000,4700000,2.15,3.395348837209302,Poor
5, Graduate, No,6300000,14600000,8,469, Rejected,28300000,23400000,2.3174603174603177,3.541095890410959,Poor
3, Not Graduate, Yes,4100000,10900000,8,548, Rejected,17500000,14000000,2.658536585365854,2.889908256880734,Poor
0, Not Graduate, No,9800000,29400000,20,618, Approved,42100000,15800000,3.0,1.969387755102041,Fair
2, Graduate, No,5200000,15400000,8,658, Approved,16000000,8700000,2.9615384615384617,1.603896103896104,Good
3, Graduate, No,7600000,28700000,18,781, Approved,37600000,33700000,3.776315789473684,2.484320557491289,Excellent
3, Not Graduate, No,9200000,35500000,2,715, Approved,31500000,22900000,3.858695652173913,1.532394366197183,Good
5, Not Graduate, No,2200000,8100000,4,409, Rejected,7300000,300000,3.6818181818181817,0.9382716049382716,Poor
2, Not Graduate, Yes,8300000,20600000,10,504, Rejected,39900000,1000000,2.4819277108433737,1.9854368932038835,Poor
3, Graduate, Yes,6100000,21600000,16,428, Rejected,22300000,9000000,3.540983606557377,1.4490740740740742,Poor
2, Graduate, No,4500000,16600000,20,704, Approved,19300000,10600000,3.688888888888889,1.8012048192771084,Good
3, Not Graduate, No,6600000,18800000,12,834, Approved,18500000,28100000,2.8484848484848486,2.478723404255319,Excellent
4, Not Graduate, No,8900000,34900000,14,694, Approved,29700000,18200000,3.9213483146067416,1.3724928366762177,Good
4, Graduate, Yes,3900000,13300000,20,453, Rejected,17000000,10300000,3.41025641025641,2.0526315789473686,Poor
3, Graduate, Yes,8900000,35400000,14,404, Rejected,32300000,30000000,3.9775280898876404,1.7598870056497176,Poor
5, Not Graduate, No,6400000,22300000,12,776, Approved,29900000,9600000,3.484375,1.7713004484304933,Excellent
1, Not Graduate, Yes,9500000,28700000,16,526, Rejected,38400000,29500000,3.0210526315789474,2.3658536585365852,Poor
3, Graduate, Yes,300000,1000000,8,641, Approved,1300000,900000,3.3333333333333335,2.2,Fair
5, Not Graduate, No,4100000,12300000,6,582, Approved,17600000,17000000,3.0,2.813008130081301,Fair
2, Graduate, No,8100000,20800000,18,778, Approved,27300000,19600000,2.567901234567901,2.2548076923076925,Excellent
4, Graduate, No,9900000,28400000,10,763, Approved,41600000,36400000,2.8686868686868685,2.7464788732394365,Excellent
0, Not Graduate, No,4800000,19000000,12,650, Approved,20400000,8000000,3.9583333333333335,1.4947368421052631,Fair
0, Graduate, Yes,2900000,9700000,2,820, Approved,13000000,8300000,3.3448275862068964,2.195876288659794,Excellent
1, Not Graduate, Yes,3500000,13500000,12,824, Approved,15700000,12300000,3.857142857142857,2.074074074074074,Excellent
1, Not Graduate, Yes,4900000,12600000,4,718, Approved,15600000,19100000,2.5714285714285716,2.753968253968254,Good
2, Not Graduate, Yes,5100000,13300000,14,313, Rejected,21900000,13800000,2.607843137254902,2.6842105263157894,Poor
5, Graduate, No,7300000,26200000,10,751, Approved,37100000,13600000,3.589041095890411,1.9351145038167938,Excellent
0, Graduate, Yes,200000,300000,18,520, Rejected,700000,400000,1.5,3.6666666666666665,Poor
2, Graduate, No,1400000,4700000,4,355, Approved,5800000,2700000,3.357142857142857,1.8085106382978724,Poor
3, Graduate, Yes,8700000,33600000,14,314, Rejected,27900000,17700000,3.8620689655172415,1.3571428571428572,Poor
1, Not Graduate, Yes,2800000,5900000,20,728, Approved,11700000,4200000,2.107142857142857,2.694915254237288,Good
3, Graduate, Yes,9100000,30100000,14,564, Approved,30900000,33900000,3.3076923076923075,2.1528239202657806,Fair
0, Not Graduate, Yes,6800000,15300000,14,699, Approved,22200000,22500000,2.25,2.9215686274509802,Good
0, Not Graduate, Yes,5000000,17000000,6,624, Approved,21300000,12900000,3.4,2.011764705882353,Fair
0, Graduate, Yes,4400000,16800000,14,795, Approved,16000000,17400000,3.8181818181818183,1.9880952380952381,Excellent
5, Not Graduate, Yes,8400000,18600000,20,703, Approved,38300000,9600000,2.2142857142857144,2.575268817204301,Good
4, Graduate, No,7800000,17300000,4,394, Rejected,31500000,16700000,2.217948717948718,2.786127167630058,Poor
4, Graduate, Yes,4800000,9900000,14,779, Approved,21500000,14500000,2.0625,3.6363636363636362,Excellent
1, Graduate, No,3200000,8800000,4,405, Rejected,14100000,3600000,2.75,2.0113636363636362,Poor
5, Graduate, Yes,2300000,6700000,16,612, Approved,10800000,10000000,2.9130434782608696,3.1044776119402986,Fair
5, Not Graduate, Yes,9200000,28100000,10,448, Rejected,43900000,25600000,3.0543478260869565,2.473309608540925,Poor
2, Not Graduate, Yes,4700000,13700000,6,506, Rejected,20200000,9200000,2.9148936170212765,2.145985401459854,Poor
0, Not Graduate, Yes,8000000,30400000,2,776, Approved,36900000,18000000,3.8,1.805921052631579,Excellent
1, Graduate, Yes,2600000,8600000,6,730, Approved,9100000,3700000,3.3076923076923075,1.4883720930232558,Good
3, Not Graduate, No,200000,800000,20,730, Approved,700000,300000,4.0,1.25,Good
5, Graduate, No,7300000,17200000,2,345, Rejected,28100000,14500000,2.356164383561644,2.4767441860465116,Poor
4, Not Graduate, No,3300000,11800000,2,847, Approved,15100000,10200000,3.5757575757575757,2.1440677966101696,Excellent
4, Not Graduate, No,8300000,23300000,20,398, Rejected,27000000,30000000,2.8072289156626504,2.4463519313304722,Poor
5, Not Graduate, Yes,4100000,9600000,2,307, Rejected,11600000,16600000,2.341463414634146,2.9375,Poor
1, Not Graduate, No,7300000,23700000,16,852, Approved,31100000,16200000,3.2465753424657535,1.9957805907172996,Excellent
1, Not Graduate, No,9300000,27500000,6,364, Rejected,36100000,26000000,2.956989247311828,2.2581818181818183,Poor
2, Graduate, Yes,4300000,15200000,12,552, Approved,17500000,5500000,3.5348837209302326,1.513157894736842,Fair
3, Not Graduate, No,2600000,8100000,2,421, Approved,8700000,7300000,3.1153846153846154,1.9753086419753085,Poor
5, Graduate, No,2900000,9800000,12,588, Approved,9700000,8200000,3.3793103448275863,1.8265306122448979,Fair
2, Graduate, Yes,900000,3500000,6,763, Approved,2600000,2600000,3.888888888888889,1.4857142857142858,Excellent
3, Not Graduate, Yes,4900000,17500000,20,823, Approved,19100000,21300000,3.5714285714285716,2.3085714285714287,Excellent
0, Graduate, No,7700000,24800000,10,642, Approved,31900000,27500000,3.220779220779221,2.3951612903225805,Fair
1, Graduate, No,4700000,16800000,12,647, Approved,14000000,18700000,3.574468085106383,1.9464285714285714,Fair
5, Not Graduate, No,3000000,8900000,20,886, Approved,13400000,3600000,2.966666666666667,1.9101123595505618,Excellent
4, Not Graduate, No,9700000,26200000,4,518, Rejected,36500000,26200000,2.7010309278350517,2.3931297709923665,Poor
0, Graduate, Yes,6900000,26800000,20,515, Rejected,25000000,13300000,3.8840579710144927,1.4291044776119404,Poor
2, Not Graduate, Yes,3800000,12400000,8,340, Rejected,12300000,4400000,3.263157894736842,1.346774193548387,Poor
3, Not Graduate, Yes,600000,1700000,14,521, Rejected,2300000,1000000,2.8333333333333335,1.9411764705882353,Poor
2, Not Graduate, Yes,1200000,2900000,12,330, Rejected,4400000,2000000,2.4166666666666665,2.206896551724138,Poor
4, Not Graduate, Yes,7800000,26800000,2,474, Approved,24000000,20100000,3.4358974358974357,1.6455223880597014,Poor
0, Not Graduate, No,9000000,35100000,6,898, Approved,29800000,16700000,3.9,1.3247863247863247,Excellent
1, Not Graduate, No,2800000,9100000,12,436, Rejected,11400000,4100000,3.25,1.7032967032967032,Poor
1, Not Graduate, No,7800000,21300000,10,326, Rejected,23000000,33500000,2.730769230769231,2.652582159624413,Poor
4, Graduate, Yes,4700000,9500000,18,876, Approved,22100000,18400000,2.021276595744681,4.2631578947368425,Excellent
2, Graduate, No,4600000,17500000,20,597, Approved,18200000,17500000,3.8043478260869565,2.04,Fair
4, Graduate, No,5100000,16100000,14,436, Rejected,19800000,14100000,3.156862745098039,2.1055900621118013,Poor
3, Not Graduate, Yes,6100000,22800000,18,640, Approved,25600000,24100000,3.737704918032787,2.1798245614035086,Fair
0, Not Graduate, No,6000000,22900000,16,302, Rejected,24800000,18700000,3.816666666666667,1.8995633187772927,Poor
2, Not Graduate, No,8400000,23200000,16,476, Rejected,27300000,20600000,2.761904761904762,2.064655172413793,Poor
2, Graduate, No,9300000,22000000,14,393, Rejected,42300000,8100000,2.3655913978494625,2.290909090909091,Poor
0, Graduate, No,4200000,10300000,10,506, Rejected,18400000,13800000,2.4523809523809526,3.1262135922330097,Poor
3, Graduate, No,9600000,37800000,10,418, Rejected,46200000,12200000,3.9375,1.5449735449735449,Poor
3, Graduate, No,5600000,13400000,6,865, Approved,18300000,24600000,2.392857142857143,3.201492537313433,Excellent
4, Graduate, No,7800000,28600000,2,703, Approved,40000000,12900000,3.6666666666666665,1.8496503496503496,Good
2, Graduate, Yes,4500000,12600000,2,568, Approved,20700000,10800000,2.8,2.5,Fair
3, Graduate, No,2400000,5900000,2,425, Rejected,9900000,1600000,2.4583333333333335,1.9491525423728813,Poor
0, Not Graduate, No,3900000,11300000,12,305, Rejected,10900000,10900000,2.8974358974358974,1.9292035398230087,Poor
5, Graduate, Yes,9600000,20600000,6,456, Rejected,33300000,28300000,2.1458333333333335,2.9902912621359223,Poor
4, Not Graduate, No,900000,2600000,2,602, Approved,4200000,1400000,2.888888888888889,2.1538461538461537,Fair
3, Graduate, Yes,1100000,3800000,20,814, Approved,4300000,2900000,3.4545454545454546,1.894736842105263,Excellent
4, Not Graduate, No,6400000,24900000,2,640, Approved,25000000,15700000,3.890625,1.6345381526104417,Fair
2, Graduate, No,4600000,15000000,4,817, Approved,19600000,9600000,3.260869565217391,1.9466666666666668,Excellent
4, Graduate, No,7600000,29800000,20,361, Rejected,21200000,19600000,3.9210526315789473,1.3691275167785235,Poor
5, Not Graduate, No,6800000,20100000,14,839, Approved,23100000,2500000,2.9558823529411766,1.2736318407960199,Excellent
5, Graduate, No,7100000,27000000,20,592, Approved,27800000,14700000,3.8028169014084505,1.5740740740740742,Fair
4, Not Graduate, Yes,6700000,24700000,6,498, Rejected,27200000,13600000,3.6865671641791047,1.6518218623481782,Poor
5, Not Graduate, Yes,5800000,12400000,6,847, Approved,21700000,14100000,2.1379310344827585,2.8870967741935485,Excellent
0, Graduate, Yes,8600000,29400000,16,643, Approved,45300000,15100000,3.4186046511627906,2.054421768707483,Fair
0, Graduate, Yes,3500000,10600000,4,389, Approved,11600000,13100000,3.0285714285714285,2.330188679245283,Poor
2, Graduate, Yes,4800000,17500000,20,381, Rejected,20400000,7300000,3.6458333333333335,1.582857142857143,Poor
5, Graduate, Yes,6100000,14400000,16,400, Rejected,29400000,12000000,2.360655737704918,2.875,Poor
5, Graduate, Yes,5200000,12700000,16,718, Approved,25300000,11800000,2.4423076923076925,2.921259842519685,Good
5, Not Graduate, Yes,4100000,12400000,8,309, Rejected,16300000,9200000,3.024390243902439,2.056451612903226,Poor
5, Not Graduate, No,3200000,7400000,2,838, Approved,13800000,5100000,2.3125,2.554054054054054,Excellent
3, Not Graduate, Yes,7500000,21600000,14,678, Approved,31300000,20900000,2.88,2.4166666666666665,Good
2, Not Graduate, Yes,1500000,4500000,14,826, Approved,6200000,4900000,3.0,2.466666666666667,Excellent
4, Graduate, Yes,1200000,3100000,16,348, Rejected,5200000,3400000,2.5833333333333335,2.774193548387097,Poor
